movieId,title,genres,rating_count,popularity_percent_rank,avg_rating,quality_percent_rank,balanced_score,quality_focused_score,popularity_focused_score,balanced_position,quality_focused_position,popularity_focused_position,rank_spread
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,72,0.1955,3.7292,0.6981,0.4468,0.5473,0.3463,1433,1319,2123,804
4844,Bandits (2001),Comedy|Crime|Romance,124,0.4382,3.4234,0.4551,0.4466,0.45,0.4433,1434,1720,1747,313
5620,Sweet Home Alabama (2002),Comedy|Romance,174,0.5609,3.2414,0.3324,0.4466,0.4009,0.4923,1434,1899,1548,465
2348,Sid and Nancy (1986),Drama,109,0.3886,3.4908,0.5041,0.4463,0.4694,0.4232,1435,1643,1836,401
2883,Mumford (1999),Comedy|Drama,110,0.3917,3.4864,0.5009,0.4463,0.4682,0.4245,1435,1647,1829,394
81564,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX,86,0.2869,3.6163,0.6048,0.4459,0.5094,0.3823,1436,1483,1978,542
8623,Roxanne (1987),Comedy|Romance,122,0.4306,3.4303,0.4611,0.4459,0.4519,0.4398,1436,1716,1765,329
2870,Barefoot in the Park (1967),Comedy,76,0.2272,3.6908,0.6638,0.4455,0.5329,0.3582,1437,1377,2077,700
605,One Fine Day (1996),Drama|Romance,175,0.5631,3.2343,0.328,0.4455,0.3985,0.4926,1438,1913,1546,475
1779,Sphere (1998),Sci-Fi|Thriller,318,0.7527,2.8475,0.1372,0.4449,0.3218,0.568,1439,2230,1264,966
4958,Behind Enemy Lines (2001),Action|Drama|War,158,0.527,3.2975,0.3622,0.4446,0.4116,0.4776,1440,1860,1603,420
2567,EDtv (1999),Comedy,210,0.6259,3.1262,0.2627,0.4443,0.3717,0.5169,1441,2030,1451,589
4616,Lean on Me (1989),Drama,83,0.2706,3.6325,0.6174,0.444,0.5133,0.3746,1442,1466,2009,567
2410,Rocky III (1982),Action|Drama,254,0.6871,3.002,0.2009,0.444,0.3467,0.5412,1443,2124,1363,761
149,Amateur (1994),Crime|Drama|Thriller,54,0.0452,3.8889,0.8424,0.4438,0.6033,0.2844,1444,1120,2371,1251
6461,"Unforgiven, The (1960)",Drama|Western,54,0.0452,3.8889,0.8424,0.4438,0.6033,0.2844,1444,1120,2371,1251
8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama,78,0.2423,3.6667,0.6453,0.4438,0.5244,0.3632,1445,1415,2053,638
3852,"Tao of Steve, The (2000)",Comedy,95,0.3311,3.5632,0.5562,0.4437,0.4887,0.3987,1446,1557,1922,476
2469,Peggy Sue Got Married (1986),Comedy|Drama,194,0.5986,3.1753,0.2888,0.4437,0.3817,0.5056,1446,1983,1503,537
6059,"Recruit, The (2003)",Action|Thriller,142,0.489,3.3486,0.398,0.4435,0.4253,0.4617,1447,1813,1669,366
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,328,0.7605,2.8155,0.1262,0.4433,0.3165,0.5702,1448,2253,1254,999
455,Free Willy (1993),Adventure|Children|Drama,387,0.7969,2.6848,0.0898,0.4433,0.3019,0.5848,1448,2308,1199,1109
2736,Brighton Beach Memoirs (1986),Comedy,87,0.2928,3.6034,0.5926,0.4427,0.5027,0.3828,1449,1505,1974,525
7163,Paycheck (2003),Action|Sci-Fi|Thriller,150,0.5091,3.3167,0.3763,0.4427,0.4162,0.4693,1449,1841,1631,392
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,173,0.5581,3.2341,0.3274,0.4427,0.3966,0.4889,1449,1922,1561,473
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,334,0.7633,2.8024,0.1221,0.4427,0.3145,0.571,1449,2261,1249,1012
4954,Ocean's Eleven (a.k.a. Ocean's 11) (1960),Comedy|Crime,92,0.3176,3.5761,0.5672,0.4424,0.4923,0.3925,1450,1545,1937,487
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,312,0.7464,2.8494,0.1384,0.4424,0.3208,0.564,1450,2235,1281,954
6301,Straw Dogs (1971),Drama|Thriller,50,0.0,3.95,0.8845,0.4422,0.6191,0.2653,1451,1062,2446,1384
1236,Trust (1990),Comedy|Drama|Romance,50,0.0,3.95,0.8845,0.4422,0.6191,0.2653,1451,1062,2446,1384
517,Rising Sun (1993),Action|Drama|Mystery,197,0.6039,3.1624,0.2806,0.4422,0.3776,0.5069,1452,2004,1496,552
7386,"Ten Commandments, The (1956)",Adventure|Drama,90,0.3076,3.5889,0.5766,0.4421,0.4959,0.3883,1453,1530,1954,501
3524,Arthur (1981),Comedy|Romance,152,0.5119,3.3125,0.3723,0.4421,0.4142,0.47,1453,1849,1626,396
2376,"View to a Kill, A (1985)",Action|Adventure|Thriller,181,0.5747,3.2127,0.3095,0.4421,0.389,0.4951,1453,1956,1535,503
27801,Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller,81,0.2611,3.6358,0.6224,0.4418,0.514,0.3695,1454,1463,2026,572
5283,National Lampoon's Van Wilder (2002),Comedy,98,0.3456,3.5408,0.5377,0.4416,0.48,0.4032,1455,1597,1909,454
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,106,0.3792,3.4906,0.5038,0.4415,0.4664,0.4165,1456,1650,1861,405
1518,Breakdown (1997),Action|Thriller,152,0.5119,3.3092,0.3707,0.4413,0.4131,0.4696,1457,1853,1629,396
4036,Shadow of the Vampire (2000),Drama|Horror,110,0.3917,3.4727,0.4906,0.4411,0.4609,0.4214,1458,1676,1842,384
5574,"Transporter, The (2002)",Action|Crime,148,0.5035,3.3209,0.3785,0.441,0.416,0.466,1459,1842,1643,383
8337,"Caine Mutiny, The (1954)",Drama|War,52,0.0229,3.9135,0.8591,0.441,0.6082,0.2738,1460,1104,2409,1305
8154,"Dolce Vita, La (1960)",Drama,52,0.0229,3.9135,0.8591,0.441,0.6082,0.2738,1460,1104,2409,1305
61,Eye for an Eye (1996),Drama|Thriller,123,0.4341,3.4146,0.4476,0.4408,0.4435,0.4381,1461,1749,1772,311
63859,Bolt (2008),Action|Adventure|Animation|Children|Comedy,86,0.2869,3.6047,0.5945,0.4407,0.5022,0.3792,1462,1507,1990,528
5254,Blade II (2002),Action|Horror|Thriller,219,0.6406,3.089,0.2407,0.4407,0.3607,0.5207,1462,2069,1430,639
90866,Hugo (2011),Children|Drama|Mystery,77,0.2338,3.6688,0.6472,0.4405,0.5232,0.3578,1463,1419,2081,662
5876,"Quiet American, The (2002)",Drama|Thriller|War,77,0.2338,3.6688,0.6472,0.4405,0.5232,0.3578,1463,1419,2081,662
4121,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi,153,0.5135,3.3039,0.3669,0.4402,0.4109,0.4695,1464,1864,1630,400
2792,Airplane II: The Sequel (1982),Comedy,217,0.6387,3.0899,0.2414,0.4401,0.3606,0.5195,1465,2070,1436,634
2840,Stigmata (1999),Drama|Thriller,245,0.677,3.0061,0.2031,0.4401,0.3453,0.5348,1465,2129,1384,745
88,Black Sheep (1996),Comedy,241,0.6711,3.0187,0.2084,0.4397,0.3472,0.5323,1466,2122,1392,730
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,355,0.7762,2.7352,0.1026,0.4394,0.3047,0.5741,1467,2296,1241,1055
71057,9 (2009),Adventure|Animation|Sci-Fi,83,0.2706,3.6205,0.6077,0.4391,0.5065,0.3717,1468,1494,2019,551
1615,"Edge, The (1997)",Adventure|Drama,111,0.3955,3.464,0.4821,0.4388,0.4561,0.4215,1469,1699,1841,372
707,Mulholland Falls (1996),Crime|Drama|Thriller,221,0.6428,3.0769,0.2345,0.4386,0.357,0.5203,1470,2084,1433,651
96821,"Perks of Being a Wallflower, The (2012)",Drama|Romance,54,0.0452,3.8796,0.8315,0.4383,0.5956,0.2811,1471,1149,2385,1236
4084,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller,214,0.634,3.0935,0.2426,0.4383,0.36,0.5166,1472,2073,1454,619
46322,Jet Li's Fearless (Huo Yuan Jia) (2006),Action|Drama,59,0.0948,3.822,0.7803,0.4375,0.5746,0.3004,1473,1223,2304,1081
1946,Marty (1955),Drama|Romance,60,0.1061,3.8083,0.7687,0.4374,0.5699,0.3049,1474,1241,2281,1040
3189,My Dog Skip (1999),Children|Drama,101,0.3559,3.5099,0.5185,0.4372,0.4697,0.4047,1475,1639,1904,429
95510,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX,82,0.2649,3.622,0.6092,0.4371,0.5059,0.3682,1476,1498,2035,559
1683,"Wings of the Dove, The (1997)",Drama|Romance,88,0.2954,3.5909,0.5785,0.4369,0.4935,0.3803,1477,1538,1986,509
4161,"Mexican, The (2001)",Action|Comedy,210,0.6259,3.1071,0.2476,0.4368,0.3611,0.5124,1478,2067,1475,592
1831,Lost in Space (1998),Action|Adventure|Sci-Fi,368,0.7856,2.6766,0.0879,0.4368,0.2972,0.5763,1478,2326,1232,1094
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,179,0.5703,3.2011,0.3032,0.4368,0.3833,0.4902,1479,1977,1558,498
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,137,0.4768,3.3467,0.3961,0.4364,0.4203,0.4526,1480,1829,1714,349
3697,Predator 2 (1990),Action|Sci-Fi|Thriller,279,0.7153,2.9014,0.1576,0.4364,0.3249,0.548,1480,2216,1339,877
56251,Futurama: Bender's Big Score (2007),Animation|Comedy|Sci-Fi,61,0.1161,3.7951,0.7552,0.4357,0.5635,0.3078,1481,1262,2265,1003
663,Kids in the Hall: Brain Candy (1996),Comedy,158,0.527,3.2658,0.3431,0.435,0.3982,0.4718,1482,1915,1621,433
1616,"Peacemaker, The (1997)",Action|Thriller|War,217,0.6387,3.0714,0.2313,0.435,0.3535,0.5165,1482,2098,1456,642
60074,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy,168,0.5499,3.2262,0.3195,0.4347,0.3886,0.4808,1483,1960,1590,477
1194,Cheech and Chong's Up in Smoke (1978),Comedy,139,0.4812,3.3309,0.3879,0.4346,0.4159,0.4532,1484,1843,1710,359
413,Airheads (1994),Comedy,308,0.7426,2.8182,0.1265,0.4346,0.3113,0.5578,1485,2270,1303,967
938,Gigi (1958),Musical,103,0.365,3.4903,0.5035,0.4342,0.4619,0.4066,1486,1670,1891,405
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,464,0.8409,2.2845,0.0276,0.4342,0.2716,0.5969,1487,2410,1161,1249
6659,Tremors (1990),Comedy|Horror|Sci-Fi,149,0.5066,3.2953,0.361,0.4338,0.4046,0.4629,1488,1882,1661,394
64969,Yes Man (2008),Comedy,95,0.3311,3.5368,0.5345,0.4328,0.4735,0.3922,1489,1624,1938,449
3213,Batman: Mask of the Phantasm (1993),Animation|Children,101,0.3559,3.495,0.5085,0.4322,0.4627,0.4017,1490,1667,1915,425
5072,Metropolis (2001),Animation|Sci-Fi,72,0.1955,3.6944,0.6685,0.432,0.5266,0.3374,1491,1406,2151,745
227,Drop Zone (1994),Action|Thriller,242,0.6733,2.9773,0.1905,0.4319,0.3353,0.5284,1492,2171,1407,764
56607,"Kite Runner, The (2007)",Drama,56,0.0675,3.8393,0.7947,0.4311,0.5766,0.2857,1493,1212,2365,1153
4465,"Accused, The (1988)",Drama,71,0.1899,3.6972,0.6717,0.4308,0.5272,0.3344,1494,1403,2163,760
482,Killing Zoe (1994),Crime|Drama|Thriller,123,0.4341,3.3862,0.4272,0.4306,0.4293,0.432,1495,1804,1794,309
88140,Captain America: The First Avenger (2011),Action|Adventure|Sci-Fi|Thriller|War,116,0.4137,3.4138,0.4473,0.4305,0.4372,0.4238,1496,1772,1832,336
89,Nick of Time (1995),Action|Thriller,149,0.5066,3.2819,0.3544,0.4305,0.4,0.4609,1496,1906,1672,410
4890,Shallow Hal (2001),Comedy|Fantasy|Romance,234,0.6616,2.9957,0.1993,0.4305,0.338,0.5229,1496,2161,1423,738
3125,"End of the Affair, The (1999)",Drama,70,0.1808,3.7071,0.6795,0.4302,0.5299,0.3304,1497,1387,2183,796
2378,Police Academy (1984),Comedy|Crime,257,0.6915,2.9261,0.1689,0.4302,0.3256,0.5347,1497,2213,1385,828
3873,Cat Ballou (1965),Comedy|Western,89,0.3007,3.5674,0.559,0.4298,0.4815,0.3782,1498,1590,1996,498
30822,In Good Company (2004),Comedy|Drama,82,0.2649,3.6037,0.5929,0.4289,0.4945,0.3633,1499,1534,2052,553
8865,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,165,0.5439,3.2182,0.3139,0.4289,0.3829,0.4749,1499,1979,1612,480
1911,Dr. Dolittle (1998),Comedy,318,0.7527,2.7421,0.1051,0.4289,0.2994,0.5584,1499,2321,1300,1021
5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,156,0.5217,3.25,0.3358,0.4288,0.3916,0.4659,1500,1947,1645,447
5380,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance,90,0.3076,3.5556,0.5499,0.4288,0.4772,0.3803,1501,1613,1987,486
4678,UHF (1989),Comedy,93,0.322,3.5376,0.5352,0.4286,0.4712,0.386,1502,1632,1964,462
1438,Dante's Peak (1997),Action|Thriller,299,0.7338,2.806,0.1234,0.4286,0.3065,0.5507,1502,2289,1326,963
7044,Wild at Heart (1990),Crime|Drama|Mystery|Romance|Thriller,78,0.2423,3.6282,0.6146,0.4284,0.5029,0.354,1503,1504,2097,594
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,258,0.6927,2.9128,0.1632,0.428,0.3221,0.5339,1504,2229,1387,842
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,105,0.3754,3.4619,0.4802,0.4278,0.4488,0.4068,1505,1723,1889,384
637,Sgt. Bilko (1996),Comedy,289,0.7269,2.8253,0.1284,0.4277,0.3079,0.5474,1506,2285,1341,944
45186,Mission: Impossible III (2006),Action|Adventure|Thriller,157,0.5239,3.2389,0.3308,0.4273,0.3887,0.4659,1507,1959,1644,452
36708,Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy,74,0.2122,3.6622,0.6422,0.4272,0.5132,0.3412,1508,1468,2138,670
54736,"Kingdom, The (2007)",Action|Drama|Thriller,73,0.2034,3.6712,0.6494,0.4264,0.5156,0.3372,1509,1453,2153,700
3342,Birdy (1984),Drama|War,59,0.0948,3.7966,0.7574,0.4261,0.5586,0.2936,1510,1279,2333,1054
106696,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,59,0.0948,3.7966,0.7574,0.4261,0.5586,0.2936,1510,1279,2333,1054
1419,Walkabout (1971),Adventure|Drama,59,0.0948,3.7966,0.7574,0.4261,0.5586,0.2936,1510,1279,2333,1054
62434,Zack and Miri Make a Porno (2008),Comedy|Drama|Romance,105,0.3754,3.4571,0.4768,0.4261,0.4464,0.4058,1511,1735,1895,384
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,136,0.4743,3.3199,0.3776,0.4259,0.4066,0.4453,1512,1875,1738,363
2459,"Texas Chainsaw Massacre, The (1974)",Horror,144,0.4931,3.2917,0.3588,0.4259,0.3991,0.4528,1512,1910,1713,398
522,Romper Stomper (1992),Action|Drama,66,0.1547,3.7273,0.6968,0.4258,0.5342,0.3174,1513,1371,2221,850
3685,Prizzi's Honor (1985),Comedy|Drama|Romance,85,0.2831,3.5765,0.5675,0.4253,0.4822,0.3684,1514,1584,2034,520
6932,Shattered Glass (2003),Crime|Drama,61,0.1161,3.7705,0.7341,0.4251,0.5487,0.3015,1515,1314,2298,984
8371,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller,155,0.5191,3.2387,0.3305,0.4248,0.3871,0.4626,1516,1970,1663,454
3269,Forever Young (1992),Drama|Romance|Sci-Fi,164,0.5417,3.2104,0.3076,0.4247,0.3778,0.4715,1517,2002,1622,485
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,339,0.7659,2.6563,0.0832,0.4245,0.288,0.561,1518,2357,1292,1065
4889,Heist (2001),Crime|Drama,93,0.322,3.5269,0.527,0.4245,0.4655,0.3835,1519,1656,1970,451
3441,Red Dawn (1984),Action|Drama|War,147,0.5006,3.2721,0.3481,0.4244,0.3938,0.4549,1520,1934,1704,414
4508,Gorillas in the Mist (1988),Drama,86,0.2869,3.5698,0.5615,0.4242,0.4791,0.3693,1521,1603,2029,508
4535,"Man from Snowy River, The (1982)",Drama|Romance|Western,65,0.1478,3.7308,0.6999,0.4239,0.5343,0.3135,1522,1370,2241,871
5505,"Good Girl, The (2002)",Comedy|Drama,120,0.4244,3.3792,0.4215,0.4229,0.4224,0.4235,1523,1821,1834,311
112556,Gone Girl (2014),Drama|Thriller,54,0.0452,3.8426,0.7997,0.4225,0.5734,0.2716,1524,1228,2417,1189
53129,Mr. Brooks (2007),Crime|Drama|Thriller,63,0.1309,3.746,0.7141,0.4225,0.5391,0.3058,1524,1355,2276,921
4086,"Big Easy, The (1987)",Action|Crime|Mystery|Romance|Thriller,83,0.2706,3.5843,0.5734,0.422,0.4826,0.3614,1525,1583,2059,534
5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller,149,0.5066,3.2517,0.3374,0.422,0.3882,0.4558,1525,1963,1701,438
338,Virtuosity (1995),Action|Sci-Fi|Thriller,232,0.6576,2.9698,0.1864,0.422,0.3278,0.5162,1525,2195,1458,737
3254,Wayne's World 2 (1993),Comedy,241,0.6711,2.9357,0.1729,0.422,0.3224,0.5216,1525,2228,1428,800
1488,"Devil's Own, The (1997)",Action|Drama|Thriller,192,0.596,3.1068,0.2473,0.4217,0.3519,0.4914,1526,2106,1552,580
3606,On the Town (1949),Comedy|Musical|Romance,52,0.0229,3.8654,0.8195,0.4212,0.5805,0.2619,1527,1200,2461,1261
1135,Private Benjamin (1980),Comedy,194,0.5986,3.0979,0.2439,0.4212,0.3503,0.4922,1527,2110,1549,583
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,364,0.7834,2.5371,0.059,0.4212,0.2763,0.5661,1528,2393,1268,1125
52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,204,0.6152,3.0613,0.2266,0.4209,0.3432,0.4986,1529,2140,1524,616
87306,Super 8 (2011),Mystery|Sci-Fi|Thriller|IMAX,78,0.2423,3.609,0.5992,0.4207,0.4921,0.3494,1530,1548,2115,585
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,314,0.7473,2.7054,0.0942,0.4207,0.2901,0.5514,1530,2349,1325,1024
43396,"World's Fastest Indian, The (2005)",Drama,70,0.1808,3.6857,0.6601,0.4204,0.5163,0.3246,1531,1451,2205,754
2693,Trekkies (1997),Documentary,93,0.322,3.5108,0.5188,0.4204,0.4598,0.3811,1531,1679,1982,451
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,58,0.0873,3.7931,0.753,0.4201,0.5533,0.287,1532,1298,2359,1061
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,186,0.5844,3.1156,0.2555,0.42,0.3542,0.4858,1533,2094,1569,561
3733,"Paper Chase, The (1973)",Drama,73,0.2034,3.6507,0.6359,0.4196,0.5062,0.3331,1534,1496,2170,674
5957,Two Weeks Notice (2002),Comedy|Romance,134,0.4683,3.3097,0.371,0.4196,0.4002,0.4391,1534,1905,1769,371
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,263,0.6996,2.8517,0.1397,0.4196,0.3077,0.5316,1534,2286,1398,888
27808,Spanglish (2004),Comedy|Drama|Romance,111,0.3955,3.4099,0.4419,0.4187,0.428,0.4094,1535,1808,1880,345
195,Something to Talk About (1995),Comedy|Drama|Romance,179,0.5703,3.1369,0.2668,0.4185,0.3578,0.4793,1536,2079,1595,543
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,155,0.5191,3.2226,0.3176,0.4184,0.3781,0.4587,1537,2000,1681,463
55363,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",Crime|Drama|Western,93,0.322,3.5054,0.5144,0.4182,0.4567,0.3798,1538,1694,1988,450
58047,"Definitely, Maybe (2008)",Comedy|Drama|Romance,81,0.2611,3.5864,0.575,0.4181,0.4809,0.3553,1539,1593,2093,554
2334,"Siege, The (1998)",Action|Thriller,137,0.4768,3.292,0.3594,0.4181,0.3946,0.4416,1540,1931,1756,391
2616,Dick Tracy (1990),Action|Crime,305,0.7401,2.7098,0.0957,0.4179,0.289,0.5468,1541,2354,1343,1011
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,70,0.1808,3.6786,0.6547,0.4178,0.5126,0.323,1542,1472,2209,737
2633,"Mummy, The (1932)",Horror|Romance,90,0.3076,3.5278,0.5279,0.4178,0.4618,0.3737,1542,1672,2012,470
743,Spy Hard (1996),Comedy,295,0.7316,2.7373,0.1033,0.4175,0.2918,0.5431,1543,2343,1358,985
3978,"Legend of Bagger Vance, The (2000)",Drama|Romance,137,0.4768,3.2883,0.3578,0.4173,0.3935,0.4411,1544,1937,1759,393
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,244,0.6755,2.9037,0.1588,0.4171,0.3138,0.5205,1545,2264,1431,833
3354,Mission to Mars (2000),Sci-Fi,313,0.7467,2.6725,0.0866,0.4167,0.2847,0.5487,1546,2378,1335,1043
627,"Last Supper, The (1995)",Drama|Thriller,96,0.3362,3.4792,0.4965,0.4164,0.4484,0.3843,1547,1725,1968,421
2583,Cookie's Fortune (1999),Comedy|Drama,97,0.3409,3.4742,0.4918,0.4164,0.4465,0.3862,1547,1734,1962,415
2759,Dick (1999),Comedy,151,0.511,3.2285,0.3217,0.4164,0.3785,0.4542,1547,1998,1706,451
56775,National Treasure: Book of Secrets (2007),Action|Adventure,99,0.3503,3.4646,0.4824,0.4164,0.4428,0.3899,1548,1754,1947,399
1889,Insomnia (1997),Drama|Mystery|Thriller,81,0.2611,3.5802,0.5712,0.4162,0.4782,0.3542,1549,1607,2096,547
49286,"Holiday, The (2006)",Comedy|Romance,92,0.3176,3.5054,0.5148,0.4162,0.4556,0.3768,1549,1700,2003,454
2970,Fitzcarraldo (1982),Adventure|Drama,56,0.0675,3.8036,0.7646,0.416,0.5555,0.2766,1550,1291,2401,1110
2025,Lolita (1997),Drama|Romance,101,0.3559,3.4554,0.4758,0.4159,0.4399,0.3919,1551,1764,1939,388
3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,106,0.3792,3.4198,0.4523,0.4157,0.4304,0.4011,1552,1798,1917,365
40732,"Descent, The (2005)",Adventure|Drama|Horror|Thriller,84,0.2768,3.5595,0.5527,0.4148,0.47,0.3596,1553,1638,2070,517
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,354,0.7753,2.4887,0.0537,0.4145,0.2702,0.5588,1554,2413,1298,1115
6303,"Andromeda Strain, The (1971)",Mystery|Sci-Fi,86,0.2869,3.5465,0.5417,0.4143,0.4653,0.3633,1555,1658,2051,496
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,256,0.6893,2.8516,0.1394,0.4143,0.3043,0.5243,1555,2297,1421,876
7151,Girl with a Pearl Earring (2003),Drama|Romance,95,0.3311,3.4789,0.4962,0.4137,0.4467,0.3807,1556,1732,1985,429
84954,"Adjustment Bureau, The (2011)",Romance|Sci-Fi|Thriller,77,0.2338,3.6039,0.5932,0.4135,0.4854,0.3417,1557,1569,2135,578
2505,8MM (1999),Drama|Mystery|Thriller,232,0.6576,2.9267,0.1692,0.4134,0.3157,0.511,1558,2258,1482,776
4754,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller,69,0.1748,3.6739,0.6516,0.4132,0.5086,0.3179,1559,1486,2220,734
7444,13 Going on 30 (2004),Comedy|Fantasy|Romance,166,0.5471,3.1596,0.2793,0.4132,0.3597,0.4668,1559,2075,1640,516
1730,Kundun (1997),Drama,85,0.2831,3.5471,0.5427,0.4129,0.4648,0.361,1560,1661,2061,501
662,Fear (1996),Thriller,157,0.5239,3.1975,0.3019,0.4129,0.3685,0.4573,1560,2038,1691,478
60040,"Incredible Hulk, The (2008)",Action|Sci-Fi,125,0.4416,3.324,0.3829,0.4123,0.4005,0.424,1561,1903,1831,342
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,345,0.7687,2.5072,0.0556,0.4121,0.2695,0.5547,1562,2414,1313,1101
3066,Tora! Tora! Tora! (1970),Action|Drama|War,89,0.3007,3.5225,0.5235,0.4121,0.4567,0.3675,1563,1695,2037,474
2282,Pecker (1998),Comedy|Drama,110,0.3917,3.3955,0.4325,0.4121,0.4203,0.404,1563,1830,1908,345
3986,"6th Day, The (2000)",Action|Sci-Fi|Thriller,220,0.6422,2.9523,0.1798,0.411,0.3185,0.5035,1564,2245,1507,738
2428,"Faculty, The (1998)",Horror|Sci-Fi,274,0.7116,2.7628,0.1105,0.411,0.2908,0.5312,1564,2346,1399,947
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,229,0.6529,2.9258,0.1685,0.4107,0.3138,0.5076,1565,2263,1494,769
46,How to Make an American Quilt (1995),Drama|Romance,139,0.4812,3.259,0.3399,0.4105,0.3823,0.4388,1566,1981,1770,415
5650,Strange Brew (1983),Comedy,72,0.1955,3.6389,0.6255,0.4105,0.4965,0.3245,1567,1526,2206,680
7324,Hidalgo (2004),Adventure|Drama,101,0.3559,3.4356,0.4648,0.4104,0.4322,0.3886,1568,1790,1953,385
58803,21 (2008),Crime|Drama|Romance|Thriller,121,0.4284,3.3388,0.392,0.4102,0.403,0.4175,1569,1890,1859,321
6170,"Black Stallion, The (1979)",Adventure|Children|Drama,51,0.0107,3.8529,0.8092,0.4099,0.5696,0.2502,1570,1243,2509,1266
5507,xXx (2002),Action|Crime|Thriller,217,0.6387,2.9539,0.1811,0.4099,0.3184,0.5014,1570,2247,1514,733
1882,Godzilla (1998),Action|Sci-Fi|Thriller,370,0.7872,2.35,0.0326,0.4099,0.259,0.5608,1570,2452,1293,1159
5055,Dragon: The Bruce Lee Story (1993),Action|Drama,83,0.2706,3.5542,0.5493,0.4099,0.4657,0.3542,1571,1654,2096,525
379,Timecop (1994),Action|Sci-Fi|Thriller,262,0.6977,2.8015,0.1218,0.4098,0.2946,0.525,1572,2335,1417,918
2805,Mickey Blue Eyes (1999),Comedy|Romance,233,0.6588,2.9056,0.1604,0.4096,0.3099,0.5093,1573,2275,1486,789
7934,Zelig (1983),Comedy,62,0.1227,3.7258,0.6959,0.4093,0.5239,0.2947,1574,1418,2326,908
37731,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama,53,0.0326,3.8302,0.7856,0.4091,0.5597,0.2585,1575,1275,2473,1198
4292,Norma Rae (1979),Drama,53,0.0326,3.8302,0.7856,0.4091,0.5597,0.2585,1575,1275,2473,1198
97752,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,66,0.1547,3.6894,0.6629,0.4088,0.5105,0.3072,1576,1478,2269,791
2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,232,0.6576,2.9052,0.1601,0.4088,0.3093,0.5083,1576,2278,1492,786
2236,Simon Birch (1998),Drama,95,0.3311,3.4684,0.4856,0.4083,0.4392,0.3775,1577,1765,1998,421
7285,Thirteen (2003),Drama,95,0.3311,3.4684,0.4856,0.4083,0.4392,0.3775,1577,1765,1998,421
1948,Tom Jones (1963),Adventure|Comedy|Romance,75,0.2197,3.6067,0.597,0.4083,0.4838,0.3329,1578,1576,2171,595
